QUERY,LABEL
Give the number of patients with a history of osteoporosis who have been prescribed bisphosphonate medications.,COUNT
How many patients with a history of asthma have been prescribed inhaled corticosteroid medications?,COUNT
Give the number of patients with a history of COPD who have been prescribed oxygen therapy.,COUNT
How many patients with a history of diabetes have undergone bariatric surgery?,COUNT
Give the number of patients with a history of heart disease who have undergone angioplasty.,COUNT
How many patients with a history of kidney disease have undergone dialysis?,COUNT
Give the number of patients with a history of liver disease who have undergone liver transplant surgery.,COUNT
How many patients with a history of cancer have undergone radiation therapy?,COUNT
Give the number of patients with a history of stroke who have undergone speech therapy.,COUNT
How many patients with a history of depression have been prescribed antidepressant medications?,COUNT
Give the number of patients with a history of anxiety who have been prescribed benzodiazepine medications.,COUNT
How many patients with a history of substance abuse have been prescribed opioid medications?,COUNT
Give the number of patients with a history of bipolar disorder who have been prescribed mood stabilizer medications.,COUNT
How many patients with a history of schizophrenia have been prescribed antipsychotic medications?,COUNT
Give the number of patients with a history of migraines who have been prescribed beta blocker medications.,COUNT
How many patients with a history of osteoporosis have been prescribed calcium and vitamin D supplements?,COUNT
Give the number of patients with a history of heart disease who have been prescribed statin medications.,COUNT
How many patients with a history of kidney disease have been prescribed ACE inhibitor medications?,COUNT
Give the number of patients with a history of liver disease who have been prescribed lactulose medications.,COUNT
How many patients with a history of cancer have undergone chemotherapy?,COUNT
Give the number of patients with a history of stroke who have undergone physical therapy.,COUNT
How many patients with a history of depression have been prescribed cognitive-behavioral therapy?,COUNT
Give the number of patients with a history of anxiety who have been prescribed exposure therapy.,COUNT
How many patients with a history of substance abuse have undergone detoxification treatment?,COUNT
Give the number of patients with a history of bipolar disorder who have undergone electroconvulsive therapy.,COUNT
How many patients with a history of schizophrenia have undergone cognitive remediation therapy.,COUNT
Give the number of patients with a history of migraines who have undergone acupuncture therapy.,COUNT
How many patients with a history of osteoporosis have undergone bone density testing.,COUNT
How many patients with a history of alcoholism have been diagnosed with liver cirrhosis?,COUNT
Give the number of patients with a history of substance abuse who have been diagnosed with hepatitis C.,COUNT
How many patients with a history of depression have been diagnosed with major depressive disorder?,COUNT
Give the number of patients with a history of anxiety who have been diagnosed with generalized anxiety disorder.,COUNT
How many patients with a history of bipolar disorder have been diagnosed with rapid cycling?,COUNT
Give the number of patients with a history of schizophrenia who have been diagnosed with schizoaffective disorder.,COUNT
How many patients with a history of substance abuse have been diagnosed with opioid use disorder?,COUNT
Give the number of patients with a history of PTSD who have been diagnosed with borderline personality disorder.,COUNT
How many patients with a history of migraines have been diagnosed with tension-type headaches?,COUNT
Give the number of patients with a history of osteoporosis who have been diagnosed with vertebral fractures.,COUNT
How many patients with a history of heart disease have undergone bypass surgery?,COUNT
Give the number of patients with a history of kidney disease who have undergone kidney transplant surgery.,COUNT
How many patients with a history of lung cancer have undergone lobectomy surgery?,COUNT
Give the number of patients with a history of stroke who have undergone occupational therapy.,COUNT
How many patients with a history of depression have undergone interpersonal therapy?,COUNT
Give the number of patients with a history of anxiety who have undergone mindfulness-based stress reduction therapy.,COUNT
How many patients with a history of bipolar disorder have undergone psychoeducation therapy?,COUNT
Give the number of patients with a history of schizophrenia who have undergone assertive community treatment.,COUNT
How many patients with a history of substance abuse have undergone motivational interviewing therapy?,COUNT
Give the number of patients with a history of migraines who have undergone biofeedback therapy.,COUNT
How many patients with a history of osteoporosis have been prescribed bisphosphonate and calcium supplements?,COUNT
Give the number of patients with a history of heart disease who have been prescribed beta-blocker medications.,COUNT
How many patients with a history of kidney disease have been prescribed angiotensin receptor blocker medications?,COUNT
Give the number of patients with a history of liver disease who have been prescribed diuretic medications.,COUNT
How many patients with a history of cancer have undergone surgery as part of their treatment?,COUNT
Give the number of patients with a history of stroke who have undergone swallowing therapy.,COUNT
How many patients with a history of depression have undergone cognitive processing therapy?,COUNT
Give the number of patients with a history of anxiety who have undergone cognitive-behavioral group therapy.,COUNT
What is the total number of female patients who have been diagnosed with breast cancer?,COUNT
How many individuals in the dataset have been diagnosed with type 2 diabetes?,COUNT
Give the count of patients who have undergone surgery for gallstones.,COUNT
What is the number of patients who have been prescribed insulin for their diabetes?,COUNT
How many people have been diagnosed with high blood pressure and are also obese?,COUNT
What is the total number of patients who have had a heart attack?,COUNT
Give the count of patients who have been diagnosed with chronic obstructive pulmonary disease (COPD).,COUNT
How many individuals have been prescribed blood thinners for their heart conditions?,COUNT
What is the number of patients who have undergone joint replacement surgery?,COUNT
Give the count of patients who have been diagnosed with rheumatoid arthritis.,COUNT
How many people have been diagnosed with kidney stones?,COUNT
What is the total number of patients who have undergone surgery for a hernia?,COUNT
Give the count of patients who have been diagnosed with thyroid disease.,COUNT
How many individuals have been prescribed antidepressants?,COUNT
What is the number of patients who have undergone surgery for spinal stenosis?,COUNT
Give the count of patients who have been diagnosed with glaucoma.,COUNT
How many people have been diagnosed with Parkinson's disease?,COUNT
What is the total number of patients who have undergone surgery for a herniated disc?,COUNT
Give the count of patients who have been diagnosed with ulcerative colitis.,COUNT
How many individuals have been prescribed anti-anxiety medication?,COUNT
What is the number of patients who have undergone surgery for a torn meniscus?,COUNT
Give the count of patients who have been diagnosed with psoriasis.,COUNT
How many people have been diagnosed with multiple sclerosis?,COUNT
What is the total number of patients who have undergone surgery for a rotator cuff tear?,COUNT
Give the count of patients who have been diagnosed with irritable bowel syndrome.,COUNT
How many individuals have been prescribed medication for attention deficit hyperactivity disorder (ADHD)?,COUNT
What is the number of patients who have undergone surgery for a torn ACL?,COUNT
Give the count of patients who have been diagnosed with Crohn's disease.,COUNT
How many people have been diagnosed with bipolar disorder?,COUNT
What is the total number of patients who have undergone surgery for carpal tunnel syndrome?,COUNT
Give the count of patients who have been diagnosed with osteoarthritis.,COUNT
How many individuals have been prescribed medication for acid reflux?,COUNT
What is the number of patients who have undergone surgery for a hip fracture?,COUNT
Give the count of patients who have been diagnosed with fibromyalgia.,COUNT
How many people have been diagnosed with chronic fatigue syndrome?,COUNT
What is the total number of patients who have undergone surgery for a torn Achilles tendon?,COUNT
Give the count of patients who have been diagnosed with endometriosis.,COUNT
How many individuals have been prescribed medication for migraines?,COUNT
What is the number of patients who have undergone surgery for a torn labrum?,COUNT
Give the count of patients who have been diagnosed with lupus.,COUNT
How many people have been diagnosed with gout?,COUNT
What is the total number of patients who have undergone surgery for a spinal cord injury?,COUNT
Give the count of patients who have been diagnosed with sleep apnea.,COUNT
How many individuals have been prescribed medication for allergies?,COUNT
What is the number of patients who have undergone surgery for a broken ankle?,COUNT
Give the count of patients who have been diagnosed with osteoporosis.,COUNT
How many people have been diagnosed with pancreatic cancer?,COUNT
How many patients have been diagnosed with stage 4 lung cancer?,COUNT
What is the total number of individuals who have had a stroke and also have high cholesterol?,COUNT
Give the count of patients who have been diagnosed with stage 3 breast cancer.,COUNT
How many people have been diagnosed with schizophrenia?,COUNT
What is the number of patients who have undergone surgery for a ruptured spleen?,COUNT
Give the count of patients who have been diagnosed with stage 2 prostate cancer.,COUNT
How many individuals have been prescribed medication for acne?,COUNT
What is the total number of patients who have undergone surgery for a brain tumor?,COUNT
Give the count of patients who have been diagnosed with stage 1 cervical cancer.,COUNT
How many people have been diagnosed with celiac disease?,COUNT
What is the number of patients who have undergone surgery for a perforated appendix?,COUNT
Give the count of patients who have been diagnosed with stage 4 ovarian cancer.,COUNT
How many individuals have been prescribed medication for hypertension?,COUNT
What is the total number of patients who have undergone surgery for a ruptured disc?,COUNT
Give the count of patients who have been diagnosed with stage 3 colon cancer.,COUNT
How many people have been diagnosed with hepatitis C?,COUNT
What is the number of patients who have undergone surgery for a torn rotator cuff and also have diabetes?,COUNT
Give the count of patients who have been diagnosed with stage 2 bladder cancer.,COUNT
How many individuals have been prescribed medication for arthritis?,COUNT
What is the total number of patients who have undergone surgery for a broken collarbone?,COUNT
Give the count of patients who have been diagnosed with stage 1 liver cancer.,COUNT
How many people have been diagnosed with glomerulonephritis?,COUNT
What is the number of patients who have undergone surgery for a perforated ulcer?,COUNT
Give the count of patients who have been diagnosed with stage 4 pancreatic cancer.,COUNT
How many individuals have been prescribed medication for hypothyroidism?,COUNT
What is the total number of patients who have undergone surgery for a herniated cervical disc?,COUNT
Give the count of patients who have been diagnosed with stage 3 ovarian cancer.,COUNT
How many people have been diagnosed with esophageal cancer?,COUNT
What is the number of patients who have undergone surgery for a torn labrum in their hip?,COUNT
Give the count of patients who have been diagnosed with stage 2 melanoma.,COUNT
How many individuals have been prescribed medication for chronic pain?,COUNT
What is the total number of patients who have undergone surgery for a spinal cord tumor?,COUNT
Give the count of patients who have been diagnosed with stage 1 pancreatic cancer.,COUNT
How many people have been diagnosed with amyotrophic lateral sclerosis (ALS)?,COUNT
What is the number of patients who have undergone surgery for a ruptured Achilles tendon?,COUNT
Give the count of patients who have been diagnosed with stage 4 colon cancer.,COUNT
How many individuals have been prescribed medication for osteoporosis?,COUNT
What is the total number of patients who have undergone surgery for a broken femur?,COUNT
Give the count of patients who have been diagnosed with stage 3 lung cancer.,COUNT
How many people have been diagnosed with anorexia nervosa?,COUNT
What is the number of patients who have undergone surgery for a torn meniscus and also have high blood pressure?,COUNT
Give the count of patients who have been diagnosed with stage 2 liver cancer.,COUNT
How many individuals have been prescribed medication for attention deficit disorder (ADD)?,COUNT
Hw mnay ptienst hvae bene diaonsged wtih stgae 4 lun gcaenr?,COUNT
Wat is teh totla nmuebr of idvdiinusla who hvae had a storke and also hvae hiogh cholseterol?,COUNT
Give teh cno utof ptaetins who hvae ben daignosed wtih stae 3 brest cancer.,COUNT
Hwo mnay poeple hvae ben diaogonsed wtih shcizphernia?,COUNT
What is teh numebr of ptiaents who hvae udnregone sruergy for a ruptured spleen?,COUNT
Giv ethe coutn of pateitns who hvae ben diaognsed wtih stgae 2 prostat ecancer.,COUNT
Hwo mnay indviidulas hvae been pescirbed meciatoin for acne?,COUNT
What is teh total numbre of pateitns who hvae udneregone sruergy for a brani tumor?,COUNT
Giv ethe cno utof ptaetins who hvae ben diaognsed wtih stgae 1 cervial cancer.,COUNT
Hwo mnay poeple hvae been diagnost with celiac dseiase?,COUNT
Wat is teh numebr of ptiaents who hvae udnregone sruergy for a prforated appendix?,COUNT
Gvei teh count of pateitns who hvae ben daignosed wtih stgae 4 ovraian cancer.,COUNT
Hwo mnay indviidulas hvae been pescirbed meciatoin for hpyertinsion?,COUNT
Wat is teh total numbre of pateitns who hvae udneregone sruergy for a ruptured dcis?,COUNT
Give teh cno utof ptaetins who hvae ben diaognsed wtih stgae 3 colno cancer.,COUNT
How many peoples have been diagnosed with type 1 diabetes in the last month?,COUNT
What is the number of patients who have undergone surgery for a heart attack in the past year?,COUNT
Give the count of patients who have been diagnos with stage 4 breast cancer.,COUNT
How much peoples have been prescribed medication for high blood pressure?,COUNT
What is the total number of individuals who have undergone surgery for a brain tumor in the last decade?,COUNT
Give the number of patients who have been diagnos with stage 2 ovarian cancer.,COUNT
How many peoples have been diagnosed with HIV in the last year?,COUNT
What is the count of patients who have undergone surgery for a kidney transplant in the past five years?,COUNT
Give the total number of individuals who have been diagnos with stage 3 lung cancer.,COUNT
How much peoples have been prescribed medication for acid reflux in the past month?,COUNT
What is the count of patients who have undergone surgery for a perforated colon in the last six months?,COUNT
How many peoples have been diagnosed with stage 1 pancreatic cancer in the last year?,COUNT
Give the number of patients who have been diagnos with stage 2 cervical cancer.,COUNT
How much peoples have been prescribed medication for depression in the past year?,COUNT
What is the total number of individuals who have undergone surgery for a ruptured appendix in the past decade?,COUNT
Give the count of patients who have been diagnos with stage 3 prostate cancer.,COUNT
How many peoples have been diagnosed with bipolar disorder in the past month?,COUNT
What is the number of patients who have undergone surgery for a heart valve replacement in the past year?,COUNT
Give the total number of individuals who have been diagnos with stage 4 liver cancer.,COUNT
How much peoples have been prescribed medication for high cholesterol in the past year?,COUNT
What is the count of patients who have undergone surgery for a herniated disc in the past six months?,COUNT
Give the number of patients who have been diagnos with stage 1 colon cancer.,COUNT
How many peoples have been diagnosed with asthma in the past month?,COUNT
What is the total number of individuals who have undergone surgery for a stomach ulcer in the past decade?,COUNT
Give the count of patients who have been diagnos with stage 2 lung cancer.,COUNT
How much peoples have been prescribed medication for anxiety in the past year?,COUNT
What is the number of patients who have undergone surgery for a bone fracture in the past year?,COUNT
Give the total number of individuals who have been diagnos with stage 3 ovarian cancer.,COUNT
How many peoples have been diagnosed with stage 2 prostate cancer in the past six months?,COUNT
What is the count of patients who have undergone surgery for a gallbladder removal in the past year?,COUNT
Give the number of patients who have been diagnos with stage 1 breast cancer.,COUNT
How much peoples have been prescribed medication for diabetes in the past year?,COUNT
What is the total number of individuals who have undergone surgery for a pancreatic tumor in the past decade?,COUNT
Give the count of patients who have been diagnos with stage 4 colon cancer.,COUNT
How many peoples have been diagnosed with arthritis in the past month?,COUNT
What is the number of patients who have undergone surgery for a knee replacement in the past year?,COUNT
Give the total number of individuals who have been diagnos with stage 2 liver cancer.,COUNT
How much peoples have been prescribed medication for migraines in the past year?,COUNT
What is the count of patients who have undergone surgery for a bladder tumor in the past six months?,COUNT
How many pateints have been diagnosed with hypothyroidism in the past year?,COUNT
Give the total numbre of idnviudals who have been prscribed medication for diabetes in the past six months.,COUNT
What is the count of idnviudals who have been diagonsed with arthrits in the past year?,COUNT
How mnay patients have been daignosed wtih colorectal cancer in the past five years?,COUNT
Give the number of pateints who have been diagonsed wtih cataracts in the past year.,COUNT
How many idnviudals have undergone surgrey for a heart attack in the past decade?,COUNT
What is the cno ut of pateitns who have been diagonsed wtih chrnoic obstructive pulmonary disease in the past year?,COUNT
How many pateints have been diagonsed wtih migraine in the past six months?,COUNT
Give the total numbre of idnviudals who have been diagonsed wtih Alzheimers in the past decade.,COUNT
What is the count of idnviudals who have been diagonsed wtih asthma in the past year?,COUNT
How mnay pateints have been daignosed wtih rheumatoid arthrits in teh past year?,COUNT
Give the number of idnviudals who hvae been prscribed mdiaciton for high cholseterol in teh past six months.,COUNT
What is the cno ut of pateitns who hvae ben daignosed wtih lung cancer in teh past year?,COUNT
How many pateints have been diagonsed wtih kidney stones in teh past six months?,COUNT
Give the total numbre of idnviudals who hvae undergone surgrey for a gallbladder stone in teh past decade.,COUNT
What is the count of pateitns who hvae ben daignosed wtih Parkinsons in teh past year?,COUNT
How mnay idnviudals have been diagonsed wtih breast cancer in teh past year?,COUNT
Give the number of pateints who hvae been prscribed mdiaciton for type 2 diabetes in teh past six months.,COUNT
What is the total nmuber of idnviudals who hvae ben diagonsed wtih hypertension in teh past decade?,COUNT
How many pateints have been diagonsed wtih osteoporosis in teh past year?,COUNT
Give the cno ut of idnviudals who hvae undergone surgrey for a spinal cord injury in teh past decade.,COUNT
How mnay pateints hvae ben daignosed wtih uterine fibroids in teh past year?,COUNT
What is the total numbre of idnviudals who hvae ben diagonsed wtih pancreatic cancer in teh past decade?,COUNT
Give the number of pateints who hvae been prscribed mdiaciton for bipolar disorder in teh past six months.,COUNT
How many idnviudals have been diagonsed wtih melanoma in teh past year?,COUNT
What is the cno ut of pateitns who hvae ben daignosed wtih Crohns disease in teh past year?,COUNT
Give the total nmuber of idnviudals who hvae undergone surgrey for a brain tumor in teh past decade.,COUNT
How mnay pateints have been diagonsed wtih endometriosis in teh past year?,COUNT
Give the number of idnviudals who hvae been prscribed mdiaciton for anxiety in teh past six months.,COUNT
What is the count of pateitns who hvae ben daignosed wtih epilepsy in teh past year?,COUNT
How many idnviudals have been diagonsed wtih leukemia in teh past year?,COUNT
Give the cno ut of pateitns who hvae ben daignosed wtih fibromyalgia in teh past year?,COUNT
How mnay pateints have been diagonsed wtih multiple sclerosis in teh past year?,COUNT
What is the total nmuber of idnviudals who hvae ben diagonsed wtih liver cancer in teh past decade?,COUNT
Give the number of pateints who hvae been prscribed mdiaciton for depression in teh past six months.,COUNT
How many idnviudals have been diagonsed wtih lymphoma in teh past year?,COUNT
What is the count of pateitns who hvae ben daignosed wtih ulcerative colitis in teh past year?,COUNT
How many patiens have been diagnosed with diabtes in the past month?,COUNT
Give the number of people with high cholestrol who have suffered from a hert attack.,COUNT
What percentage of patiets have been diagnosed with arthrits in the last six months?,COUNT
How many people have been diagnosed with pneumnia in the past year?,COUNT
Give the number of patients with cancrr who have undergone chemotherapy in the last six months.,COUNT
How many people have been diagnosed with hepattis B in the past month?,COUNT
What is the percentage of patients who have been diagnosed with tubercolosis in the last year?,COUNT
Give the number of people with asthema who have been prescribed inhalers in the past six months.,COUNT
How many patiets have been diagnosed with celiac diseas in the past year?,COUNT
What percentage of people have been diagnosed with hyperthyroidism in the last six months?,COUNT
How many patints have been diagnosed with parkinsons disease in the past year?,COUNT
Give the number of people with schizophernia who have undergone psychotherapy in the last six months.,COUNT
What is the percentage of patients who have been diagnosed with renal failue in the last year?,COUNT
How many people have been diagnosed with demntia in the past month?,COUNT
Give the number of patients with bronchits who have been prescribed antibiotics in the past six months.,COUNT
How many people have been diagnosed with gout in the past year?,COUNT
What is the percentage of patients who have been diagnosed with fibromialgia in the last six months?,COUNT
Give the number of people with chronic obstructive pulmonary disese who have undergone lung function tests in the past month.,COUNT
How many patiets have been diagnosed with gastritis in the past year?,COUNT
What percentage of people have been diagnosed with hypoglycemnia in the last six months?,COUNT
How many patiants have been diagnosed with neuropathy in the past year?,COUNT
Give the number of people with hepatits C who have undergone antiviral treatment in the last six months.,COUNT
What is the percentage of patients who have been diagnosed with endometrisosis in the last year?,COUNT
How many people have been diagnosed with myocardial infarction in the past month?,COUNT
Give the number of patients with sinusitis who have been prescribed nasal sprays in the past six months.,COUNT
How many people have been diagnosed with osteoporosis in the past year?,COUNT
What is the percentage of patients who have been diagnosed with ulcerative colitis in the last six months?,COUNT
Give the number of people with migraine who have undergone neuroimaging tests in the past month.,COUNT
How many patiets have been diagnosed with hypothyrodism in the past year?,COUNT
What percentage of people have been diagnosed with psoriasis in the last six months?,COUNT
What is the percentage of patients with diabetes who have also been diagnosed with hypertension?,PROBABILITY
Give the percentage of people with obesity who have developed heart disease.,PROBABILITY
What is the likelihood of a person with a family history of cancer to develop the same type of cancer?,PROBABILITY
What percentage of smokers have developed lung cancer?,PROBABILITY
Give the percentage of patients who have undergone surgery for gallstones and have developed complications.,PROBABILITY
What is the likelihood of a person with a history of alcohol abuse to develop liver disease?,PROBABILITY
What percentage of patients with depression have attempted suicide?,PROBABILITY
Give the percentage of people with a history of asthma who have been diagnosed with chronic obstructive pulmonary disease (COPD).,PROBABILITY
What is the likelihood of a person with a genetic predisposition to Alzheimer's disease to develop the condition?,PROBABILITY
What percentage of patients with rheumatoid arthritis have developed osteoporosis?,PROBABILITY
Give the percentage of people who have been diagnosed with sleep apnea and also have hypertension.,PROBABILITY
What is the likelihood of a person with a history of skin cancer to develop another skin cancer?,PROBABILITY
What percentage of patients with chronic kidney disease have developed anemia?,PROBABILITY
Give the percentage of people with a family history of heart disease who have developed the condition.,PROBABILITY
What is the likelihood of a person with a history of substance abuse to develop mental health disorders?,PROBABILITY
What percentage of patients with multiple sclerosis have developed bladder problems?,PROBABILITY
Give the percentage of people with a history of stroke who have developed dementia.,PROBABILITY
What is the likelihood of a person with a history of breast cancer to develop ovarian cancer?,PROBABILITY
What percentage of patients with a history of heart attack have developed heart failure?,PROBABILITY
Give the percentage of people with a history of diabetes who have developed diabetic retinopathy.,PROBABILITY
What is the likelihood of a person with a history of depression to develop anxiety disorders?,PROBABILITY
What percentage of patients with chronic obstructive pulmonary disease have developed emphysema?,PROBABILITY
Give the percentage of people with a history of kidney stones who have developed chronic kidney disease.,PROBABILITY
What is the likelihood of a person with a history of autoimmune disease to develop other autoimmune disorders?,PROBABILITY
What percentage of patients with a history of gastrointestinal bleeding have developed stomach ulcers?,PROBABILITY
Give the percentage of people with a history of substance abuse who have developed liver disease.,PROBABILITY
What is the likelihood of a person with a history of prostate cancer to develop bladder cancer?,PROBABILITY
What percentage of patients with a history of stroke have developed atrial fibrillation?,PROBABILITY
Give the percentage of people with a family history of diabetes who have developed the condition.,PROBABILITY
What is the likelihood of a person with a history of thyroid cancer to develop other types of cancer?,PROBABILITY
What percentage of patients with chronic kidney disease have developed high blood pressure?,PROBABILITY
Give the percentage of people with a history of heart disease who have developed peripheral artery disease.,PROBABILITY
What is the likelihood of a person with a history of migraines to develop other neurological disorders?,PROBABILITY
What percentage of patients with a history of pneumonia have developed chronic bronchitis?,PROBABILITY
Give the percentage of people with a history of substance abuse who have developed mental health disorders.,PROBABILITY
What is the likelihood of a person with a family history of multiple sclerosis to develop the condition?,PROBABILITY
What percentage of patients with a history of liver disease have developed cirrhosis?,PROBABILITY
Give the percentage of people with a history of heart attack who have developed angina.,PROBABILITY
What is the likelihood of a person with a history of skin cancer to develop melanoma?,PROBABILITY
What percentage of patients with a history of tuberculosis have developed lung damage?,PROBABILITY
What is the probability of a patient with high cholesterol levels developing heart disease?,PROBABILITY
What is the probability of a male patient over 50 years of age developing prostate cancer?,PROBABILITY
What is the probability of a patient with a family history of diabetes developing the disease?,PROBABILITY
What is the probability of a female patient over 60 years of age developing breast cancer?,PROBABILITY
What is the probability of a patient with a history of smoking developing lung cancer?,PROBABILITY
What is the probability of a patient with a history of alcoholism developing liver disease?,PROBABILITY
What is the probability of a patient with a history of drug abuse developing addiction?,PROBABILITY
What is the probability of a patient with a high BMI developing type 2 diabetes?,PROBABILITY
What is the probability of a patient with a sedentary lifestyle developing cardiovascular disease?,PROBABILITY
What is the probability of a patient with a history of depression developing anxiety disorder?,PROBABILITY
What is the probability of a patient with a history of migraines developing chronic headaches?,PROBABILITY
What is the probability of a patient with a history of allergies developing asthma?,PROBABILITY
What is the probability of a patient with a history of skin cancer developing melanoma?,PROBABILITY
What is the probability of a patient with a history of heart disease developing stroke?,PROBABILITY
What is the probability of a patient with a history of osteoporosis developing fractures?,PROBABILITY
What is the probability of a patient with a family history of Alzheimer's disease developing the condition?,PROBABILITY
What is the probability of a patient with a history of autoimmune disease developing another autoimmune condition?,PROBABILITY
What is the probability of a patient with a history of thyroid disease developing hypothyroidism?,PROBABILITY
What is the probability of a patient with a history of gastrointestinal problems developing inflammatory bowel disease?,PROBABILITY
What is the probability of a patient with a history of kidney disease developing renal failure?,PROBABILITY
What is the probability of a patient with a history of sleep apnea developing hypertension?,PROBABILITY
What is the probability of a patient with a history of strokes developing dementia?,PROBABILITY
What is the probability of a patient with a family history of breast cancer developing the disease?,PROBABILITY
What is the probability of a patient with a history of arthritis developing rheumatoid arthritis?,PROBABILITY
What is the probability of a patient with a history of migraines developing cluster headaches?,PROBABILITY
What is the probability of a patient with a history of back pain developing sciatica?,PROBABILITY
What is the probability of a patient with a history of high blood pressure developing heart disease?,PROBABILITY
What is the probability of a patient with a history of depression developing bipolar disorder?,PROBABILITY
What is the probability of a patient with a history of allergies developing eczema?,PROBABILITY
What is the probability of a patient with a history of smoking developing emphysema?,PROBABILITY
What is the probability of a patient with a history of alcoholism developing pancreatitis?,PROBABILITY
What is the probability of a patient with a history of drug abuse developing depression?,PROBABILITY
What is the probability of a patient with a high BMI developing heart disease?,PROBABILITY
What is the probability of a patient with a sedentary lifestyle developing type 2 diabetes?,PROBABILITY
What is the probability of a patient with a history of migraines developing tension headaches?,PROBABILITY
What is the probability of a patient with a history of allergies developing hay fever?,PROBABILITY
What is the probability of a patient with a history of skin cancer developing non-melanoma skin cancer?,PROBABILITY
What is the probability of a patient with a history of heart disease developing heart failure?,PROBABILITY
What is the probability of a patient with a history of osteoporosis developing bone fractures?,PROBABILITY
What percentage of patients with diabetes are also diagnosed with hypertension?,PROBABILITY
What is the probability of a patient with a family history of heart disease to develop it themselves?,PROBABILITY
Give the percentage of patients over the age of 65 with osteoporosis.,PROBABILITY
What is the likelihood of a patient with a history of smoking to develop lung cancer?,PROBABILITY
What percentage of patients with high cholesterol also have a history of heart disease?,PROBABILITY
Give the probability of a patient with obesity to develop type 2 diabetes.,PROBABILITY
What percentage of patients with a history of alcohol abuse have liver damage?,PROBABILITY
What is the likelihood of a patient with a low vitamin D level to develop osteoporosis?,PROBABILITY
Give the percentage of patients with a genetic predisposition to breast cancer who develop it.,PROBABILITY
What is the probability of a patient with a high BMI to develop sleep apnea?,PROBABILITY
What percentage of patients with a history of depression develop anxiety?,PROBABILITY
Give the likelihood of a patient with a family history of stroke to have one.,PROBABILITY
What percentage of patients with a history of kidney stones develop them again?,PROBABILITY
What is the probability of a patient with a high blood pressure to develop kidney disease?,PROBABILITY
